,UV,NOCT,RH_MOD
6845,0,289.85,35.20013168
6846,0,290.75,33.8152401
6847,0,292.213125,32.3056982
6848,0,298.810625,29.43227138
6849,0,309.165625,24.33527392
6850,0,318.559375,20.45032863
6851,0,326.198125,17.45871898
6852,0,329.7175,16.10366248
6853,0,330.885,15.35030751
6854,0,329.9325,14.88104492
6855,0,325.660625,15.45912813
6856,0,319.43375,16.41494071
6857,0,312.511875,17.51540687
6858,0,305.28,19.75184982
6859,0,303.15,21.1131205
6860,0,301.45,22.61743055
6861,0,299.95,24.09673486
6862,0,298.55,25.71756671
6863,0,297.05,27.52481164
6864,0,296.15,28.53093665
6865,0,295.15,29.79749526
6866,0,294.25,30.88669455
6867,0,293.65,31.44318178
6868,0,293.15,32.06037353
6869,0,292.55,32.63800699
6870,0,293.15,32.07066654
6871,0,294.18,31.30034602
6872,0,300.378125,29.06474435
6873,0,310.133125,24.24236169
6874,0,318.99375,20.49688176
6875,0,326.0325,17.81373273
6876,0,329.751875,16.18538764
6877,0,331.019375,15.17345132
6878,0,330.266875,14.55580265
6879,0,325.13,15.43744486
6880,0,318.40375,16.60755048
6881,0,311.0475,17.93101481
6882,0,304.31375,19.95533194
6883,0,302.45,21.00766943
6884,0,300.95,22.07417409
6885,0,300.35,22.47910028
6886,0,299.85,22.72328076
6887,0,299.25,23.1401141
6888,0,298.15,24.4574472
6889,0,297.05,25.96370082
6890,0,295.95,27.69308374
6891,0,293.95,29.9322721
6892,0,291.85,32.44894333
6893,0,289.85,35.07267772
6894,0,290.75,33.87389831
6895,0,292.11375,32.56314173
6896,0,298.545625,29.74036551
6897,0,307.1675,25.88724844
6898,0,314.928125,22.73394066
6899,0,320.866875,20.42530585
6900,0,324.019375,19.07453866
6901,0,324.85375,18.19655101
6902,0,323.50125,17.78461368
6903,0,318.629375,18.82950864
6904,0,312.035625,20.24585874
6905,0,304.58,21.90230466
6906,0,297.51375,24.45736456
6907,0,295.45,25.79131316
6908,0,293.75,27.2799693
6909,0,293.55,27.45604686
6910,0,293.35,27.63769639
6911,0,293.15,27.81608289
6912,0,292.25,28.58037744
6913,0,291.25,29.59250353
6914,0,290.35,30.2673326
6915,0,289.25,31.70519202
6916,0,288.15,33.21135742
6917,0,287.05,34.63086331
6918,0,287.65,34.03980641
6919,0,288.580625,33.41821814
6920,0,294.24875,31.06607512
6921,0,303.2725,26.55079959
6922,0,311.7,22.93689752
6923,0,318.47125,20.14607187
6924,0,321.95625,18.92513112
6925,0,323.2225,18.06304792
6926,0,322.235625,17.6719519
6927,0,317.96375,18.37024322
6928,0,311.77,19.50577767
6929,0,304.9475,20.80591873
6930,0,297.980625,23.29335047
6931,0,295.95,24.76058865
6932,0,294.25,26.40415401
6933,0,292.05,28.58811377
6934,0,289.75,31.33430406
6935,0,287.55,34.23673899
6936,0,287.05,35.07387376
6937,0,286.45,36.20321446
6938,0,285.95,37.08843223
6939,0,285.55,37.36789794
6940,0,285.25,37.37287505
6941,0,284.85,37.65448408
6942,0,286.35,35.54424091
6943,0,288.1475,33.67589485
6944,0,295.01375,30.1107982
6945,0,305.069375,25.06204111
6946,0,314.23,21.18709757
6947,0,321.635625,18.27906903
6948,0,324.988125,17.18324735
6949,0,325.955625,16.54447974
6950,0,324.77,16.20839402
6951,0,320.498125,16.84885416
6952,0,314.4375,17.83121181
6953,0,307.648125,18.92690372
6954,0,300.0475,21.72703281
6955,0,297.25,23.98125362
6956,0,294.85,26.35901871
6957,0,292.95,28.28103193
6958,0,291.15,30.11543981
6959,0,289.25,32.16441647
6960,0,288.85,32.39637826
6961,0,288.55,32.5330467
6962,0,288.15,32.76766696
6963,0,286.65,35.20794946
6964,0,285.25,37.71149333
6965,0,283.75,40.89102863
6966,0,285.25,38.08740158
6967,0,287.014375,35.60721211
6968,0,293.78125,31.59057346
6969,0,305.10375,24.62164973
6970,0,315.564375,19.84314326
6971,0,324.27,16.32042127
6972,0,327.4225,15.58245056
6973,0,328.29,15.12636247
6974,0,326.9375,15.11502182
6975,0,322.665625,15.7865931
6976,0,316.505,16.75950224
6977,0,309.715625,17.87347846
6978,0,302.014375,20.72370995
6979,0,299.05,22.90175557
6980,0,296.45,25.45070451
6981,0,294.05,27.85141869
6982,0,291.65,30.76264217
6983,0,289.25,33.97271387
